Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022/09/06 16:28,Deutsche Bank,896977837,UBS,838427073,128.61,US Dollar,129.88,US Dollar,ACH,0
2022/09/03 16:06,Bank of Baroda,822575562,Credit Suisse,940158366,140178.42,Singapore Dollar,145243.09,UAE Dirham,Wire,1
2022/09/14 18:49,Societe Generale,886125617,Citibank,871662963,5085.56,Singapore Dollar,5055.34,Singapore Dollar,Cash,0
2022/09/26 17:00,Standard Chartered,845551614,Wells Fargo,870855700,1139.87,British Pound,1142.09,British Pound,ACH,0
2022/09/06 19:37,ING Bank,871662963,Citibank,866306997,607.51,Euro,603.89,Euro,Cheque,0
2022/09/01 15:56,HSBC,853507489,Wells Fargo,886125617,95.63,Euro,95.41,Euro,ACH,0
2022/09/28 18:50,Citibank,881182864,Societe Generale,817507864,933.35,Singapore Dollar,941.67,Singapore Dollar,Wire,0
2022/09/19 00:36,Goldman Sachs,831682744,Barclays,895758349,3519.03,Chinese Yuan,3541.26,Chinese Yuan,ACH,0
2022/09/18 00:51,BNP Paribas,852339391,Morgan Stanley,824282218,482.76,US Dollar,489.49,US Dollar,Cheque,0
2022/09/21 04:53,Wells Fargo,880823176,Citibank,845833156,291.02,Euro,289.33,Euro,ACH,0
2022/09/14 05:45,Barclays,831931511,Standard Chartered,853524491,117.5,Euro,119.08,Euro,ACH,0
2022/09/05 02:25,Morgan Stanley,839476249,ING Bank,860806024,3425.18,Euro,3370.68,Euro,Wire,0
2022/09/13 21:59,BNP Paribas,890801586,Wells Fargo,895225343,368.19,Euro,373.75,Euro,Cash,0
2022/09/05 22:25,Wells Fargo,979008866,HSBC,866629388,28995.67,British Pound,27046.52,Chinese Yuan,Cash,1
2022/09/07 05:32,Bank of Baroda,822448136,JPMorgan Chase,810435578,5543.1,Singapore Dollar,5616.43,Singapore Dollar,ACH,0
2022/09/07 12:28,Wells Fargo,842868828,Deutsche Bank,896282117,1915.68,Euro,1931.7,Euro,Wire,0
2022/09/08 20:55,Bank of Baroda,845833156,Goldman Sachs,858181396,613.24,British Pound,601.86,British Pound,ACH,0
2022/09/10 04:16,Goldman Sachs,824282218,Deutsche Bank,822575562,958.12,Indian Rupee,959.09,Indian Rupee,Reinvestment,0
2022/09/07 20:26,Credit Suisse,810872248,Barclays,889978790,1439.74,Euro,1419.38,Euro,Wire,0
2022/09/25 08:24,UBS,893016315,JPMorgan Chase,842329237,800.01,Euro,805.06,Euro,Cheque,0
2022/09/24 15:56,Barclays,858537831,Standard Chartered,836697396,2816.91,British Pound,2834.24,British Pound,ACH,0
2022/09/07 10:45,Goldman Sachs,877187530,HSBC,886149359,2090.72,Japanese Yen,2056.59,Japanese Yen,Wire,0
2022/09/28 08:05,Deutsche Bank,979008866,UBS,988961459,34034.26,Swiss Franc,31789.43,UAE Dirham,Cash,1
2022/09/12 07:44,Deutsche Bank,896282117,Barclays,824972279,4064.55,Chinese Yuan,4137.47,Chinese Yuan,Cheque,0
2022/09/01 14:45,Standard Chartered,866792612,BNP Paribas,896028436,423.61,US Dollar,415.89,US Dollar,ACH,0
2022/09/16 13:26,BNP Paribas,857683626,Societe Generale,841227216,984.0,US Dollar,995.47,US Dollar,Cheque,0
2022/09/05 06:55,Wells Fargo,820709497,Goldman Sachs,848840994,528.54,Euro,530.77,Euro,Wire,0
2022/09/10 08:33,Credit Suisse,847295260,JPMorgan Chase,858181396,1465.72,Euro,1439.39,Euro,Wire,0
2022/09/07 19:12,JPMorgan Chase,820709497,Morgan Stanley,830513739,83.3,Euro,82.75,Euro,Cheque,0
2022/09/22 02:03,Deutsche Bank,860806024,Morgan Stanley,855667651,1979.22,Hong Kong Dollar,2003.55,Hong Kong Dollar,Cheque,0
2022/09/10 15:42,Goldman Sachs,875228535,BNP Paribas,870855700,285.97,Singapore Dollar,290.43,Singapore Dollar,Cheque,0
2022/09/19 17:41,JPMorgan Chase,857683626,Morgan Stanley,863606628,324.95,Indian Rupee,319.63,Indian Rupee,Wire,0
2022/09/09 03:29,Goldman Sachs,970597444,Deutsche Bank,814265799,9602.36,Indian Rupee,9927.68,Japanese Yen,ACH,1
2022/09/16 17:51,Morgan Stanley,870897765,Standard Chartered,882070937,898.65,UAE Dirham,891.1,UAE Dirham,Bitcoin,0
2022/09/15 08:03,Citibank,885345555,Goldman Sachs,845503389,165.13,Chinese Yuan,165.6,Chinese Yuan,Cheque,0
2022/09/10 02:51,Barclays,831931511,JPMorgan Chase,816150444,4671.98,Indian Rupee,4579.81,Indian Rupee,Cheque,0
2022/09/03 03:56,Wells Fargo,842857966,Standard Chartered,877827638,1502.89,US Dollar,1516.67,US Dollar,Cheque,0
2022/09/05 22:38,Deutsche Bank,975151231,Citibank,841227216,10024.31,Hong Kong Dollar,9868.21,Singapore Dollar,Wire,1
2022/09/01 06:26,Wells Fargo,813561597,Standard Chartered,875579548,2811.77,Euro,2843.16,Euro,Bitcoin,0
2022/09/16 08:22,JPMorgan Chase,836998038,HSBC,890048665,1690.34,US Dollar,1718.21,US Dollar,Cheque,0
2022/09/24 10:44,UBS,827232410,Societe Generale,835808537,12139.1,US Dollar,12034.62,US Dollar,Cash,0
2022/09/22 16:47,Citibank,855667651,ING Bank,815831819,197.67,Euro,196.61,Euro,Bitcoin,0
2022/09/13 15:15,Societe Generale,832162965,Citibank,870897765,439.37,US Dollar,445.43,US Dollar,Wire,0
2022/09/12 11:59,Morgan Stanley,824972279,HSBC,824282218,503.63,Japanese Yen,498.02,Japanese Yen,ACH,0
2022/09/12 11:17,Standard Chartered,883197857,Standard Chartered,846913810,9004.63,British Pound,8704.04,Chinese Yuan,Reinvestment,1
2022/09/10 06:14,ING Bank,826753883,JPMorgan Chase,852339391,788.48,US Dollar,780.4,US Dollar,Wire,0
2022/09/27 05:20,JPMorgan Chase,822575562,Bank of Baroda,940885476,9397.26,Chinese Yuan,8868.81,British Pound,Cash,1
2022/09/28 04:43,Deutsche Bank,887490893,Barclays,897226012,20801.89,US Dollar,21073.96,US Dollar,ACH,0
2022/09/19 21:40,UBS,831472420,UBS,818883684,884.22,Singapore Dollar,877.91,Singapore Dollar,Cash,0
2022/09/10 19:15,Wells Fargo,884252722,Wells Fargo,820709497,856.01,British Pound,852.1,British Pound,Cheque,0
2022/09/04 16:56,Credit Suisse,872820592,Wells Fargo,866722344,484.21,Chinese Yuan,479.8,Chinese Yuan,Cash,0
2022/09/12 17:05,Deutsche Bank,848840994,ING Bank,820570592,917.75,Euro,901.44,Euro,ACH,0
2022/09/04 19:16,JPMorgan Chase,856164955,BNP Paribas,877187530,262.93,British Pound,259.91,British Pound,ACH,0
2022/09/02 03:07,Bank of Baroda,818526544,Credit Suisse,843101783,2608.87,US Dollar,2626.83,US Dollar,Wire,0
2022/09/05 04:44,Barclays,870855700,BNP Paribas,845812670,485.57,US Dollar,482.65,US Dollar,Cash,0
2022/09/17 19:12,Citibank,848840994,Deutsche Bank,817774584,603.03,Euro,607.1,Euro,ACH,0
2022/09/13 09:14,ING Bank,845935572,Bank of Baroda,877005685,1358.73,Chinese Yuan,1334.36,Chinese Yuan,Cheque,0
2022/09/20 03:31,Bank of Baroda,954349361,Wells Fargo,984346088,13101.13,Singapore Dollar,12760.0,Hong Kong Dollar,Wire,1
2022/09/20 11:49,Deutsche Bank,847338124,UBS,855667651,246.3,Euro,248.27,Euro,Wire,0
2022/09/28 18:54,JPMorgan Chase,849392920,Barclays,824282218,30010.03,US Dollar,29560.17,US Dollar,ACH,0
2022/09/09 00:01,Credit Suisse,852235350,ING Bank,845575298,1144.32,US Dollar,1123.54,US Dollar,Cheque,0
2022/09/25 06:58,Morgan Stanley,882394227,HSBC,824972279,78.49,UAE Dirham,79.85,UAE Dirham,Cheque,0
2022/09/22 15:32,Goldman Sachs,831931511,UBS,851273847,976.49,Swiss Franc,990.26,Swiss Franc,Cheque,0
2022/09/08 19:29,JPMorgan Chase,838538251,Citibank,836697396,2312.67,Euro,2286.69,Euro,ACH,0
2022/09/19 09:40,Bank of Baroda,994705205,Wells Fargo,984346088,8899.04,Hong Kong Dollar,9234.87,British Pound,ACH,1
2022/09/22 16:46,HSBC,822448136,Bank of Baroda,824282218,16650.68,British Pound,16822.24,British Pound,Reinvestment,0
2022/09/04 04:22,UBS,860929647,Citibank,839587039,681.17,US Dollar,687.92,US Dollar,ACH,0
2022/09/26 16:56,BNP Paribas,877827638,Credit Suisse,888320463,575.71,British Pound,567.81,British Pound,Cheque,0
2022/09/09 09:42,Barclays,813999315,Barclays,822448136,644.98,Euro,651.33,Euro,Wire,0
2022/09/28 23:13,Societe Generale,851837852,Goldman Sachs,831831063,22410.63,Chinese Yuan,22387.29,Chinese Yuan,Cheque,0
2022/09/11 22:35,Citibank,820576383,ING Bank,822575562,434.07,US Dollar,439.4,US Dollar,Reinvestment,0
2022/09/08 04:08,Societe Generale,955377076,Goldman Sachs,979467853,420999.46,Singapore Dollar,402332.61,Swiss Franc,Wire,1
2022/09/18 03:54,Barclays,860806024,Credit Suisse,828566572,18047.13,Euro,18307.66,Euro,Wire,0
2022/09/18 10:00,Bank of Baroda,819289546,Credit Suisse,819335534,475.81,Swiss Franc,472.95,Swiss Franc,Cash,0
2022/09/21 06:35,Bank of Baroda,823556182,BNP Paribas,886149359,12728.71,UAE Dirham,12589.71,UAE Dirham,ACH,0
2022/09/27 00:01,Barclays,842857966,Barclays,861220073,67.59,Japanese Yen,66.85,Japanese Yen,ACH,0
2022/09/22 02:05,Barclays,838119557,ING Bank,845264581,364.15,US Dollar,367.24,US Dollar,ACH,0
2022/09/27 08:08,UBS,894214382,Morgan Stanley,845935572,386.87,US Dollar,387.99,US Dollar,ACH,0
2022/09/02 13:21,Bank of Baroda,881691040,BNP Paribas,863843426,235.87,Japanese Yen,231.71,Japanese Yen,Cash,0
2022/09/16 05:16,BNP Paribas,822201654,Societe Generale,847338124,6524.03,US Dollar,6587.61,US Dollar,Wire,0
2022/09/14 23:25,Goldman Sachs,835808537,UBS,875579548,8076.28,Swiss Franc,8129.17,Swiss Franc,Wire,0
2022/09/09 19:25,Standard Chartered,954349361,Deutsche Bank,955377076,324489.96,Japanese Yen,315498.54,Singapore Dollar,Wire,1
2022/09/01 23:21,Wells Fargo,877827638,Credit Suisse,814308421,35523.62,US Dollar,34898.13,US Dollar,ACH,0
2022/09/20 15:13,Citibank,870897765,JPMorgan Chase,849349722,16629.8,UAE Dirham,16527.84,UAE Dirham,Wire,0
2022/09/25 00:01,JPMorgan Chase,895320121,Goldman Sachs,866661351,64.63,Euro,64.02,Euro,Bitcoin,0
2022/09/01 01:56,JPMorgan Chase,845575298,UBS,878137358,1376.94,Japanese Yen,1390.61,Japanese Yen,ACH,0
2022/09/18 16:25,Bank of Baroda,835808537,UBS,838898923,1936.1,US Dollar,1910.27,US Dollar,ACH,0
2022/09/27 06:25,Credit Suisse,866722344,Goldman Sachs,889254563,605.73,US Dollar,616.21,US Dollar,Cheque,0
2022/09/04 12:35,Morgan Stanley,858586340,Citibank,894214382,36.86,US Dollar,36.99,US Dollar,ACH,0
2022/09/16 14:10,ING Bank,819583482,Standard Chartered,873791320,4036.19,Euro,4008.11,Euro,Wire,0
2022/09/10 06:58,UBS,845935572,Deutsche Bank,824942603,2602.44,US Dollar,2579.64,US Dollar,ACH,0
2022/09/21 14:20,Societe Generale,889254563,Credit Suisse,868353204,405.9,Euro,404.81,Euro,ACH,0
2022/09/25 04:58,JPMorgan Chase,891415657,Standard Chartered,881016525,6130.01,Swiss Franc,6248.03,Swiss Franc,Cheque,0
2022/09/29 00:41,Citibank,845935572,Deutsche Bank,855657579,6083.2,Swiss Franc,6117.68,Swiss Franc,Wire,0
2022/09/05 06:28,Morgan Stanley,859684848,Bank of Baroda,895822412,53.62,British Pound,53.81,British Pound,ACH,0
2022/09/09 17:21,HSBC,975151231,Wells Fargo,940885476,495474.9,British Pound,497011.62,Indian Rupee,Wire,1
2022/09/21 07:53,Goldman Sachs,839958838,JPMorgan Chase,955377076,40527.9,Indian Rupee,43076.6,UAE Dirham,Cash,1
2022/09/01 23:11,Deutsche Bank,877827638,BNP Paribas,852339391,837.64,Euro,846.75,Euro,Cash,0
2022/09/21 06:30,ING Bank,889089901,HSBC,836697396,2759.7,Hong Kong Dollar,2705.21,Hong Kong Dollar,Cheque,0
2022/09/21 15:39,ING Bank,822448136,Standard Chartered,833978249,7408.25,US Dollar,7394.12,US Dollar,Wire,0
2022/09/13 22:44,HSBC,840587988,BNP Paribas,846231783,1171.84,US Dollar,1154.25,US Dollar,ACH,0
2022/09/08 10:03,BNP Paribas,851273847,Deutsche Bank,831429110,1513.77,British Pound,1511.29,British Pound,ACH,0
2022/09/24 11:04,Deutsche Bank,940885476,Societe Generale,866629388,34987.99,US Dollar,36470.16,Japanese Yen,Cheque,1
2022/09/08 05:25,Wells Fargo,868353204,Morgan Stanley,815831819,233.49,UAE Dirham,229.07,UAE Dirham,Reinvestment,0
2022/09/05 16:02,Wells Fargo,940885476,JPMorgan Chase,917901903,9066.93,Swiss Franc,9694.95,Hong Kong Dollar,Cash,1
2022/09/12 10:46,ING Bank,885329037,Wells Fargo,883140807,982.07,Euro,972.79,Euro,ACH,0
2022/09/08 12:26,Bank of Baroda,813356886,Citibank,994705205,33960.38,Singapore Dollar,31651.47,US Dollar,Cash,1
2022/09/04 07:39,Deutsche Bank,884093639,Citibank,860806024,338.92,Singapore Dollar,345.13,Singapore Dollar,Wire,0
2022/09/20 21:58,ING Bank,827232410,ING Bank,880823176,5847.11,US Dollar,5783.94,US Dollar,Cash,0
2022/09/11 19:02,BNP Paribas,955377076,Standard Chartered,994705205,98697.34,UAE Dirham,103494.43,Hong Kong Dollar,Cheque,1
2022/09/08 23:19,Barclays,882340307,HSBC,870897765,2055.37,Euro,2018.19,Euro,ACH,0
2022/09/27 21:16,Morgan Stanley,838898923,UBS,858718453,2747.32,Euro,2743.05,Euro,Cheque,0
2022/09/29 03:41,Credit Suisse,838538251,Credit Suisse,851273847,805.1,US Dollar,801.3,US Dollar,ACH,0
2022/09/08 14:04,ING Bank,861220073,Societe Generale,881971316,3858.06,British Pound,3894.06,British Pound,Cash,0
2022/09/24 07:48,JPMorgan Chase,848840994,Bank of Baroda,823756669,712.74,US Dollar,717.95,US Dollar,ACH,0
2022/09/12 00:17,BNP Paribas,839436733,Wells Fargo,822575562,312.62,Euro,311.61,Euro,ACH,0
2022/09/19 05:59,Citibank,899949389,Morgan Stanley,838119557,66.31,British Pound,66.52,British Pound,ACH,0
2022/09/21 02:52,BNP Paribas,810076758,JPMorgan Chase,825014631,194.29,Hong Kong Dollar,191.88,Hong Kong Dollar,Cash,0
2022/09/18 00:08,ING Bank,858586340,Morgan Stanley,858718453,1183.55,Euro,1178.32,Euro,ACH,0
2022/09/23 09:16,Barclays,898753260,BNP Paribas,861642594,1129.76,Euro,1118.41,Euro,ACH,0
2022/09/29 18:19,JPMorgan Chase,811540956,Citibank,849392920,8009.4,US Dollar,7986.27,US Dollar,Bitcoin,0
2022/09/06 05:29,Credit Suisse,851837852,Citibank,873791320,18918.98,US Dollar,19002.61,US Dollar,ACH,0
2022/09/09 18:53,Bank of Baroda,847338124,Bank of Baroda,891734598,3376.83,UAE Dirham,3440.17,UAE Dirham,Cheque,0
2022/09/25 10:01,Barclays,817507864,ING Bank,819335534,433.64,US Dollar,433.07,US Dollar,ACH,0
2022/09/03 11:50,BNP Paribas,839345092,Deutsche Bank,838427073,739.67,Indian Rupee,736.06,Indian Rupee,Cheque,0
2022/09/24 07:30,Wells Fargo,861019678,JPMorgan Chase,889254563,174.35,US Dollar,177.59,US Dollar,Cheque,0
2022/09/29 06:09,UBS,847308985,UBS,846231783,2601.57,British Pound,2603.27,British Pound,Cheque,0
2022/09/02 22:05,Goldman Sachs,835808537,Credit Suisse,823756669,593.61,US Dollar,596.16,US Dollar,ACH,0
2022/09/13 01:27,HSBC,839958838,Citibank,825014631,2415.75,British Pound,2420.39,British Pound,Wire,0
2022/09/15 17:53,HSBC,820576383,Citibank,846231783,2263.59,UAE Dirham,2303.73,UAE Dirham,Cash,0
2022/09/17 01:22,Wells Fargo,816150444,Deutsche Bank,887490893,2228.41,US Dollar,2212.07,US Dollar,ACH,0
2022/09/23 20:16,Societe Generale,919528530,Credit Suisse,988961459,8783.89,Euro,8764.15,Singapore Dollar,ACH,1
2022/09/16 06:19,UBS,823756669,Bank of Baroda,861019678,191.13,Euro,191.1,Euro,Cheque,0
2022/09/14 15:48,Citibank,863551839,Deutsche Bank,847338124,667.77,Japanese Yen,667.35,Japanese Yen,Cash,0
2022/09/12 03:21,Goldman Sachs,824282218,UBS,898753260,3209.07,British Pound,3163.93,British Pound,Cash,0
2022/09/25 20:18,Citibank,885345555,Bank of Baroda,890801586,2850.16,British Pound,2903.82,British Pound,Wire,0
2022/09/12 08:20,ING Bank,821496211,HSBC,870291817,1104.37,Euro,1099.29,Euro,Wire,0
2022/09/26 12:30,Citibank,820570592,BNP Paribas,861642594,1703.37,US Dollar,1687.07,US Dollar,ACH,0
2022/09/01 20:04,Bank of Baroda,819289546,ING Bank,839436733,1045.86,UAE Dirham,1062.35,UAE Dirham,Wire,0
2022/09/11 02:01,HSBC,881498611,BNP Paribas,877005685,978.93,UAE Dirham,969.01,UAE Dirham,Cash,0
2022/09/05 19:51,Wells Fargo,876238574,JPMorgan Chase,831831063,41.55,US Dollar,41.54,US Dollar,Wire,0
2022/09/13 15:19,Barclays,818883684,Barclays,829175900,73.05,UAE Dirham,74.15,UAE Dirham,Bitcoin,0
2022/09/07 05:44,Standard Chartered,890048665,BNP Paribas,858586340,1091.58,US Dollar,1085.16,US Dollar,Bitcoin,0
2022/09/29 03:58,Goldman Sachs,872820592,HSBC,858966946,4217.78,US Dollar,4201.16,US Dollar,Wire,0
2022/09/26 01:33,JPMorgan Chase,863843426,Goldman Sachs,883793389,1424.96,US Dollar,1426.05,US Dollar,Cheque,0
2022/09/23 23:59,Morgan Stanley,845551614,Deutsche Bank,860929647,2163.18,Chinese Yuan,2186.04,Chinese Yuan,ACH,0
2022/09/29 00:46,Standard Chartered,875228535,Bank of Baroda,827232410,409.31,US Dollar,407.6,US Dollar,Cheque,0
2022/09/07 00:24,Bank of Baroda,866306997,Barclays,818883684,1062.84,British Pound,1082.63,British Pound,Wire,0
2022/09/05 09:31,Morgan Stanley,846231783,BNP Paribas,857683626,1112.24,Euro,1123.52,Euro,Wire,0
2022/09/05 00:07,JPMorgan Chase,833978249,Societe Generale,831931511,943.26,Swiss Franc,950.37,Swiss Franc,ACH,0
2022/09/27 11:10,Societe Generale,824282218,Deutsche Bank,886125617,215.07,US Dollar,216.92,US Dollar,Wire,0
2022/09/14 04:26,Barclays,810435578,Standard Chartered,818526544,423.81,US Dollar,426.5,US Dollar,Cheque,0
2022/09/03 23:26,Credit Suisse,824942603,Societe Generale,845264581,11829.76,US Dollar,11888.97,US Dollar,Cheque,0
2022/09/11 10:38,Morgan Stanley,870855700,ING Bank,898550256,585.93,Japanese Yen,585.92,Japanese Yen,ACH,0
2022/09/14 15:18,JPMorgan Chase,898753260,Morgan Stanley,849392920,831.75,US Dollar,831.63,US Dollar,Bitcoin,0
2022/09/06 23:38,Goldman Sachs,810435578,Citibank,858586340,2179.12,Euro,2161.66,Euro,Cheque,0
2022/09/10 14:26,Societe Generale,860929647,HSBC,845351479,2766.65,Swiss Franc,2819.15,Swiss Franc,Wire,0
2022/09/26 01:57,Goldman Sachs,863843426,Morgan Stanley,845264581,1716.29,Swiss Franc,1729.78,Swiss Franc,Wire,0
2022/09/15 22:52,Goldman Sachs,835808537,Societe Generale,813561597,352.82,Euro,356.56,Euro,ACH,0
2022/09/10 18:26,BNP Paribas,813356886,Barclays,895822412,72.46,British Pound,72.29,British Pound,ACH,0
2022/09/07 23:17,Citibank,881498611,Societe Generale,831831063,2833.44,Hong Kong Dollar,2792.21,Hong Kong Dollar,Cheque,0
2022/09/08 00:38,Standard Chartered,823756669,Goldman Sachs,919528530,9864.17,Chinese Yuan,9411.86,Indian Rupee,Cash,1
2022/09/08 21:56,Goldman Sachs,847295260,Barclays,841244663,159.25,Euro,161.36,Euro,Cheque,0
2022/09/14 07:26,Deutsche Bank,828740864,JPMorgan Chase,821496211,1815.47,British Pound,1793.81,British Pound,ACH,0
2022/09/13 22:22,Bank of Baroda,829175900,Barclays,893016315,1638.61,British Pound,1627.51,British Pound,Cash,0
2022/09/23 02:28,BNP Paribas,895822412,HSBC,919046318,30130.22,US Dollar,30762.37,Euro,ACH,1
2022/09/05 07:27,Credit Suisse,858966946,HSBC,829175900,1404.74,Euro,1429.82,Euro,Cash,0
2022/09/17 13:48,UBS,863100814,HSBC,863606628,924.28,US Dollar,914.23,US Dollar,Cheque,0
2022/09/06 06:24,Bank of Baroda,839345092,UBS,940885476,9263.29,Euro,9508.46,US Dollar,Reinvestment,1
2022/09/18 05:28,Societe Generale,999788677,Credit Suisse,839958838,9524.5,British Pound,9706.49,Indian Rupee,Cheque,1
2022/09/22 11:19,UBS,881016525,UBS,818526544,1080.8,British Pound,1065.31,British Pound,ACH,0
2022/09/24 23:12,BNP Paribas,845264581,BNP Paribas,853524491,4351.17,US Dollar,4419.27,US Dollar,Wire,0
2022/09/22 16:33,Standard Chartered,875579548,BNP Paribas,810872248,1353.56,Swiss Franc,1332.69,Swiss Franc,Wire,0
2022/09/02 13:56,JPMorgan Chase,940885476,Bank of Baroda,988979095,381820.61,Singapore Dollar,392191.38,Euro,Cash,1
2022/09/21 03:24,Credit Suisse,883197857,Citibank,813356886,897.0,Swiss Franc,897.89,Swiss Franc,Cheque,0
2022/09/13 14:02,Deutsche Bank,838317637,Societe Generale,818526544,750.32,Hong Kong Dollar,735.56,Hong Kong Dollar,ACH,0
2022/09/27 07:35,Morgan Stanley,824942603,BNP Paribas,880823176,128.4,Chinese Yuan,128.89,Chinese Yuan,Cash,0
2022/09/24 19:42,Barclays,889089901,Standard Chartered,866792612,261.89,Euro,266.08,Euro,ACH,0
2022/09/04 19:43,Citibank,872043515,JPMorgan Chase,820576383,5793.79,British Pound,5866.29,British Pound,Reinvestment,0
2022/09/10 10:22,HSBC,898550256,Societe Generale,895822412,387.45,Euro,388.47,Euro,Cash,0
2022/09/15 11:43,Bank of Baroda,829175900,ING Bank,843101783,905.91,Euro,890.71,Euro,Bitcoin,0
2022/09/09 09:30,JPMorgan Chase,870897765,Goldman Sachs,888320463,1243.07,Hong Kong Dollar,1247.21,Hong Kong Dollar,Cheque,0
2022/09/29 21:42,ING Bank,814308421,UBS,836697396,134.11,British Pound,132.14,British Pound,Cash,0
2022/09/14 01:10,Standard Chartered,831429110,Bank of Baroda,845812670,43.95,Euro,43.08,Euro,Cheque,0
2022/09/06 11:11,Barclays,813561597,HSBC,968800797,459315.74,Chinese Yuan,490669.42,Hong Kong Dollar,ACH,1
2022/09/29 05:58,Goldman Sachs,918593410,Deutsche Bank,955377076,156280.76,US Dollar,165197.16,Indian Rupee,Cheque,1
2022/09/14 01:24,Credit Suisse,887490893,Morgan Stanley,863606628,1585.52,US Dollar,1594.89,US Dollar,ACH,0
2022/09/22 05:10,Goldman Sachs,842138745,BNP Paribas,831931511,299.76,British Pound,294.42,British Pound,ACH,0
2022/09/19 14:58,JPMorgan Chase,841227216,ING Bank,887490893,389.34,Euro,389.37,Euro,ACH,0
2022/09/17 14:18,BNP Paribas,831831063,Morgan Stanley,882070937,150.29,Swiss Franc,152.76,Swiss Franc,Bitcoin,0
2022/09/21 08:45,Citibank,840587988,Standard Chartered,876238574,1134.35,US Dollar,1124.96,US Dollar,Wire,0
2022/09/02 19:44,Bank of Baroda,988961459,Deutsche Bank,999788677,210448.63,Indian Rupee,200980.43,US Dollar,Wire,1
2022/09/13 20:44,Deutsche Bank,863100814,Standard Chartered,888320463,728.73,US Dollar,742.69,US Dollar,Cash,0
2022/09/21 18:10,ING Bank,811540956,Standard Chartered,852235350,213.57,Swiss Franc,210.42,Swiss Franc,Bitcoin,0
2022/09/15 16:30,UBS,858586340,Morgan Stanley,882383095,78.89,US Dollar,78.32,US Dollar,Cash,0
2022/09/14 06:51,Morgan Stanley,858537831,Wells Fargo,828740864,2029.88,British Pound,2049.16,British Pound,Reinvestment,0
2022/09/08 14:15,Morgan Stanley,919046318,JPMorgan Chase,940885476,488233.33,Japanese Yen,491846.21,US Dollar,ACH,1
2022/09/13 14:59,JPMorgan Chase,878387461,Goldman Sachs,884093639,318.56,US Dollar,324.32,US Dollar,Wire,0
2022/09/29 10:53,Societe Generale,878137358,Societe Generale,877005685,976.09,US Dollar,975.87,US Dollar,Cash,0
2022/09/22 10:31,Credit Suisse,889254563,ING Bank,826753883,5763.49,British Pound,5771.4,British Pound,Bitcoin,0
2022/09/23 10:44,BNP Paribas,817507864,HSBC,860185867,627.22,Chinese Yuan,616.46,Chinese Yuan,Cheque,0
2022/09/10 21:51,ING Bank,848840994,Bank of Baroda,828566572,3340.65,Japanese Yen,3330.11,Japanese Yen,ACH,0
2022/09/09 18:41,Barclays,810076758,HSBC,813561597,84.1,Hong Kong Dollar,83.65,Hong Kong Dollar,Cash,0
2022/09/27 03:19,BNP Paribas,860806024,Goldman Sachs,863100814,285.1,Euro,284.66,Euro,Cheque,0
2022/09/02 03:55,UBS,866306997,Standard Chartered,888461803,812.86,Indian Rupee,825.36,Indian Rupee,ACH,0
2022/09/18 05:24,Credit Suisse,941944441,Standard Chartered,842868828,43490.0,Indian Rupee,45643.51,Indian Rupee,ACH,1
2022/09/11 09:14,ING Bank,891415657,Deutsche Bank,888461803,3209.74,Euro,3230.8,Euro,ACH,0
2022/09/11 21:47,ING Bank,838898923,HSBC,863551839,5548.79,Indian Rupee,5623.44,Indian Rupee,Cheque,0
2022/09/14 03:54,JPMorgan Chase,851273847,Goldman Sachs,882394227,70.02,British Pound,70.15,British Pound,Reinvestment,0
2022/09/23 02:47,Barclays,826879290,Goldman Sachs,820576383,6965.86,Euro,7076.41,Euro,Wire,0
2022/09/14 03:21,Bank of Baroda,814308421,Credit Suisse,896028436,1369.85,US Dollar,1356.44,US Dollar,ACH,0
2022/09/26 17:14,JPMorgan Chase,845812670,Goldman Sachs,838427073,21495.54,US Dollar,21385.21,US Dollar,Cheque,0
2022/09/09 22:03,HSBC,839958838,HSBC,813356886,681.0,Indian Rupee,669.18,Indian Rupee,ACH,0
2022/09/28 04:46,Credit Suisse,835808537,Goldman Sachs,884752529,7325.07,British Pound,7394.3,British Pound,Cash,0
2022/09/27 23:06,JPMorgan Chase,881971316,Citibank,819289546,3634.14,Chinese Yuan,3694.25,Chinese Yuan,Cash,0
2022/09/09 04:40,UBS,994705205,ING Bank,975151231,45976.17,Hong Kong Dollar,47907.36,Indian Rupee,Reinvestment,1
2022/09/21 03:00,Standard Chartered,866629388,Wells Fargo,893016315,366.86,Japanese Yen,368.41,Japanese Yen,Cheque,0
2022/09/11 19:15,Wells Fargo,838427073,Standard Chartered,895225343,1768.62,US Dollar,1802.04,US Dollar,Cheque,0
2022/09/15 20:41,Societe Generale,817774584,Goldman Sachs,891756179,160.27,British Pound,161.71,British Pound,ACH,0
2022/09/16 01:24,Societe Generale,832162965,Wells Fargo,885345555,5742.65,Chinese Yuan,5811.83,Chinese Yuan,ACH,0
2022/09/21 07:36,Barclays,826753883,Wells Fargo,836998038,2847.41,US Dollar,2804.32,US Dollar,Reinvestment,0
2022/09/09 23:25,Goldman Sachs,838317637,UBS,810872248,2784.75,UAE Dirham,2740.47,UAE Dirham,Wire,0
2022/09/05 06:10,Barclays,870897765,Morgan Stanley,884252722,7689.74,Japanese Yen,7721.94,Japanese Yen,ACH,0
